00OW               20121019                                                                                   
0601OWA7+       20130101001460100000005000 0700016100001101   
0601OWA7+       20130101001465100000005000 0700016200001104   
0601OWA7+       20130101001470100000005000 0700016330001109   
0601OWA7+       20130101001475100000005000 0700016440001113   
0601OWA7+       20130101001480100000005000 0700016550001116   
0601OWA7+       20130101001485100000005000 0700016670001121   
0601OWA7+       20130101001490100000005000 0700016780001124   
0601OWA7+       20130101001495100000005000 0700016890001128   
0601OWA7+       20130101001500100000500000 0700022640001294   
0601OWA7+       20130101002000100000500000 0700034950001553   
0601OWA7+       20130101002500100000500000 0700047290001720   
0601OWA7+       20130101003000100000500000 0700059720001838   
0601OWA7+       20130101003500100000500000 0700072130001923   
0601OWA7+       20130101004000100000500000 0700084540001989   
0601OWA7+       20130101004500100000500000 0700096950002041   
0601OWA7+       20130101005000100000500000 0700109360002083   
0601OWA7+       20130101005500100000500000 0700121760002118   
0601OWA7+       20130101006000100000500000 0700134170002147   
0601OWA7+       20130101006500100000500000 0700146580002172   
0601OWA7+       20130101007000100000500000 0700158870002191   
0601OWA7+       20130101007500100000500000 0700170520002200   
0601OWA7+       20130101008000100000500000 0700182190002208   
0601OWA7+       20130101008500100000500000 0700193840002215   
0601OWA7+       20130101009000100000500000 0700205490002222   
0601OWA7+       20130101009500100000500000 0700217140002227   
0601OWA7+       20130101010000100000500000 0700228790002232   
0601OWA7+       20130101010500100000500000 0700240440002237   
0601OWA7+       20130101011000100000500000 0700252090002241   
0601OWA7+       20130101011500100000500000 0700263740002245   
0601OWA7+       20130101012000100000500000 0700275380002248   
0601OWA7+       20130101012500100000500000 0700287030002251   
0601OWA7+       20130101013000100000500000 0700298700002254   
0601OWA7+       20130101013500100000500000 0700310350002257   
0601OWA7+       20130101014000100000500000 0700322000002260   
0601OWA7+       20130101014500100000500000 0700333650002262   
0601OWA7+       20130101015000100000500000 0700345300002264   
0601OWA7+       20130101015500100000500000 0700356950002266   
0601OWA7+       20130101016000100000500000 0700368600002268   
0601OWA7+       20130101016500100000500000 0700380250002270   
0601OWA7+       20130101017000100000500000 0700391900002272   
0601OWA7+       20130101017500100000500000 0700403550002274   
0601OWA7+       20130101018000100000500000 0700415220002275   
0601OWA7+       20130101018500100000500000 0700426870002277   
0601OWA7+       20130101019000100000500000 0700438510002278   
0601OWA7+       20130101019500100000500000 0700450160002279   
0601OWA8+       20130101000000100000040000 0800000030000150   
0601OWA8+       20130101000040100000005000 0800000030000071   
0601OWA8+       20130101000045100000005000 0800000030000063   
0601OWA8+       20130101000050100000005000 0800000030000057   
0601OWA8+       20130101000055100000005000 0800000030000052   
0601OWA8+       20130101000060100000005000 0800000030000048   
0601OWA8+       20130101000065100000005000 0800000030000044   
0601OWA8+       20130101000070100000005000 0800000030000041   
0601OWA8+       20130101000075100000005000 0800000030000039   
0601OWA8+       20130101000080100000005000 0800000030000036   
0601OWA8+       20130101000085100000005000 0800000030000034   
0601OWA8+       20130101000090100000005000 0800000030000032   
0601OWA8+       20130101000095100000005000 0800000030000031   
0601OWA8+       20130101000100100000005000 0800000030000029   
0601OWA8+       20130101000105100000005000 0800000030000028   
0601OWA8+       20130101000110100000005000 0800000030000027   
0601OWA8+       20130101000115100000005000 0800000030000026   
0601OWA8+       20130101000120100000005000 0800000030000024   
0601OWA8+       20130101000125100000005000 0800000030000024   
0601OWA8+       20130101000130100000005000 0800000030000023   
0601OWA8+       20130101000135100000005000 0800000030000022   
0601OWA8+       20130101000140100000005000 0800000030000021   
0601OWA8+       20130101000145100000005000 0800000030000020   
0601OWA8+       20130101000150100000005000 0800000030000020   
0601OWA8+       20130101000155100000005000 0800000030000019   
0601OWA8+       20130101000160100000005000 0800000030000018   
0601OWA8+       20130101000165100000005000 0800000030000018   
0601OWA8+       20130101000170100000005000 0800000030000017   
0601OWA8+       20130101000175100000005000 0800000030000017   
0601OWA8+       20130101000180100000005000 0800000030000016   
0601OWA8+       20130101000185100000005000 0800000030000016   
0601OWA8+       20130101000190100000005000 0800000030000016   
0601OWA8+       20130101000195100000005000 0800000030000015   
0601OWA8+       20130101000200100000005000 0800000030000015   
0601OWA8+       20130101000205100000005000 0800000030000014   
0601OWA8+       20130101000210100000005000 0800000030000014   
0601OWA8+       20130101000215100000005000 0800000030000014   
0601OWA8+       20130101000220100000005000 0800000030000013   
0601OWA8+       20130101000225100000005000 0800000050000022   
0601OWA8+       20130101000230100000005000 0800000050000022   
0601OWA8+       20130101000235100000005000 0800000060000025   
0601OWA8+       20130101000240100000005000 0800000060000025   
0601OWA8+       20130101000245100000005000 0800000060000024   
0601OWA8+       20130101000250100000005000 0800000070000028   
0601OWA8+       20130101000255100000005000 0800000070000027   
0601OWA8+       20130101000260100000005000 0800000070000027   
0601OWA8+       20130101000265100000005000 0800000070000026   
0601OWA8+       20130101000270100000005000 0800000080000029   
0601OWA8+       20130101000275100000005000 0800000080000029   
0601OWA8+       20130101000280100000005000 0800000080000028   
0601OWA8+       20130101000285100000005000 0800000090000031   
0601OWA8+       20130101000290100000005000 0800000090000031   
0601OWA8+       20130101000295100000005000 0800000090000030   
0601OWA8+       20130101000300100000005000 0800000100000033   
0601OWA8+       20130101000305100000005000 0800000100000033   
0601OWA8+       20130101000310100000005000 0800000100000032   
0601OWA8+       20130101000315100000005000 0800000110000035   
0601OWA8+       20130101000320100000005000 0800000110000034   
0601OWA8+       20130101000325100000005000 0800000110000034   
0601OWA8+       20130101000330100000005000 0800000120000036   
0601OWA8+       20130101000335100000005000 0800000120000036   
0601OWA8+       20130101000340100000005000 0800000120000035   
0601OWA8+       20130101000345100000005000 0800000130000037   
0601OWA8+       20130101000350100000005000 0800000130000037   
0601OWA8+       20130101000355100000005000 0800000130000036   
0601OWA8+       20130101000360100000005000 0800000140000039   
0601OWA8+       20130101000365100000005000 0800000140000038   
0601OWA8+       20130101000370100000005000 0800000140000038   
0601OWA8+       20130101000375100000005000 0800000150000040   
0601OWA8+       20130101000380100000005000 0800000150000039   
0601OWA8+       20130101000385100000005000 0800000150000039   
0601OWA8+       20130101000390100000005000 0800000160000041   
0601OWA8+       20130101000395100000005000 0800000160000040   
0601OWA8+       20130101000400100000005000 0800000160000040   
0601OWA8+       20130101000405100000005000 0800000170000042   
0601OWA8+       20130101000410100000005000 0800000170000041   
0601OWA8+       20130101000415100000005000 0800000180000043   
0601OWA8+       20130101000420100000005000 0800000180000043   
0601OWA8+       20130101000425100000005000 0800000180000042   
0601OWA8+       20130101000430100000005000 0800000190000044   
0601OWA8+       20130101000435100000005000 0800000190000043   
0601OWA8+       20130101000440100000005000 0800000190000043   
0601OWA8+       20130101000445100000005000 0800000200000045   
0601OWA8+       20130101000450100000005000 0800000200000044   
0601OWA8+       20130101000455100000005000 0800000210000046   
0601OWA8+       20130101000460100000005000 0800000210000045   
0601OWA8+       20130101000465100000005000 0800000210000045   
0601OWA8+       20130101000470100000005000 0800000220000047   
0601OWA8+       20130101000475100000005000 0800000230000048   
0601OWA8+       20130101000480100000005000 0800000240000050   
0601OWA8+       20130101000485100000005000 0800000250000051   
0601OWA8+       20130101000490100000005000 0800000260000053   
0601OWA8+       20130101000495100000005000 0800000280000056   
0601OWA8+       20130101000500100000005000 0800000290000058   
0601OWA8+       20130101000505100000005000 0800000300000059   
0601OWA8+       20130101000510100000005000 0800000310000060   
0601OWA8+       20130101000515100000005000 0800000320000062   
0601OWA8+       20130101000520100000005000 0800000330000063   
0601OWA8+       20130101000525100000005000 0800000340000064   
0601OWA8+       20130101000530100000005000 0800000360000068   
0601OWA8+       20130101000535100000005000 0800000370000069   
0601OWA8+       20130101000540100000005000 0800000380000070   
0601OWA8+       20130101000545100000005000 0800000390000071   
0601OWA8+       20130101000550100000005000 0800000400000072   
0601OWA8+       20130101000555100000005000 0800000410000074   
0601OWA8+       20130101000560100000005000 0800000420000075   
0601OWA8+       20130101000565100000005000 0800000440000078   
0601OWA8+       20130101000570100000005000 0800000450000079   
0601OWA8+       20130101000575100000005000 0800000460000080   
0601OWA8+       20130101000580100000005000 0800000470000081   
0601OWA8+       20130101000585100000005000 0800000480000082   
0601OWA8+       20130101000590100000005000 0800000490000083   
0601OWA8+       20130101000595100000005000 0800000500000084   
0601OWA8+       20130101000600100000005000 0800000510000085   
0601OWA8+       20130101000605100000005000 0800000520000086   
0601OWA8+       20130101000610100000005000 0800000540000088   
0601OWA8+       20130101000615100000005000 0800000550000089   
0601OWA8+       20130101000620100000005000 0800000560000090   
0601OWA8+       20130101000625100000005000 0800000580000092   
0601OWA8+       20130101000630100000005000 0800000590000093   
0601OWA8+       20130101000635100000005000 0800000600000094   
0601OWA8+       20130101000640100000005000 0800000610000095   
